"Devotional Song Lyrics
",Devotional Song Meaning
"Radhey Krishna Radhey Krishna Jai Sri Krishna Radhey Radhey (2)
Radhey Krishna Radhey Radhey
Jai Sri Krishna Radhey Radhey
Shirdi Krishna Parthi Krishna Sai Krishna Radhey Radhey
Radhey Krishna Radhey Krishna Jai Sri Krishna Radhey Radhey
Radhey Krishna Radhey Radhey |Jai Sri|
","Repeat the Names of Radhey Krishna, Of Shirdi Krishna and Parthi Krishna. Victory be to Sai Krishna.
"
"Radhey Mukunda Murari Govinda
Govinda Govinda Ananda (3) |Radhey Mukunda...|
Giridhari Giridhari Ananda (3)
","Chant the names of the Lord of Radha, Mukunda - bestower of liberation, Murari, who slayed the demon MuraGovinda, the protector of the innocent and Giridhari, who held aloft the mountain. Sing repeatedly the names of Radhey Mukunda, Govinda, Giridhari, the real source of Bliss.
"
"Radhey Radhey Govinda
Radhey Radhey Gopala
Radhey Govinda Bhajo Radhey Gopala
Radhey Mukunda Harey
Radhey Mukunda Harey (3)
","Chant the Names of the Radha's Lord Govinda and Gopala, Radhey Gopala and Radhey Mukunda over and over again.
"
"Radhey Radhey Radhey Radhey Govinda
Hey Radhey Gopala
Radhey Govinda Bhajo Radhey Gopala (2) |Radhey Radhey|
Murali Manohara Govinda Hey Madhava Murahari Govinda (2)
","Let us sing in praise of Radha and Krishna. Praise be to Krishna who is the protector and sustainer, Whose flute music enchants us. He is Madhava, the Lord of Lakshmi.
"
"Radhey Radhey Radhey Radhey Govinda
Hey Radhey Gopala
Radhey Govinda Bhajo Radhey Gopala (2) |Radhey Radhey|
Murali Manohara Govinda Hey Madhava Murahari Govinda (2)
","Let us sing in praise of Radha and Krishna. Praise be to Krishna who is the protector and sustainer, Whose flute music enchants us. He is Madhava, the Lord of Lakshmi.
"
"Radhey Radhey Radhey Radhey Radhey Govinda
Brindavana Chanda
Anatha Natha Deena Bandhu Radhey Govinda
Nanda Kumara Navaneetha Chora Radhey Govinda
Brindavana Chanda |Anatha Natha|
Bhaktha Vatsala Bhaagavatha Priya Radhey Govinda
Brindavana Chanda |Anatha Natha|
Venu Vilola Vijaya Gopala Radhey Govinda
Brindavana Chanda |Anatha Natha|
Pandari Natha Panduranga Radhey Govinda
Brindavana Chanda |Anatha Natha|
Pundarikaaksha Purana Purusha Radhey Govinda
Brindavana Chanda |Anatha Natha|
","Chant continuously the name of Radhey Govinda - signifying Radha (the individual soul) and Govinda (signifying the Universal soul), the shining star of Brindavana, who is the refuge of the forlorn. He is the son of Nanda, the one who stole butter from the other's houses (steals devotees' hearts), Who takes care of his devotees, Who loves the Bhagawat (epic story of the avatars of Lord Vishnu). Radhey Govinda is the victorious One, who likes to play scintillating music on His Flute. He is Panduranga, the Lord of Pandharpur. He is the One who waited at the doorstep of devotee Pundarika to grant him liberation.He is Radhey Govinda, the ancient One.
"
"Radhey Radhey Radhey Radhey Venu Gopala
Venu Gopala Sai Gopala |Radhey Radhey...|
Radhika Manohara Raja Gopala
Gopika Manohara Gopi Gopala
Neela Megha Shyama Sundara Sai Gopala
Madhava Keshava Sai Jai Jai Gopala
","Chant the name of Lord Govinda, Gopala, Lord of Radha - The ever blissful and enchanting Flute Player, who is our Sai Gopala.Pray to Lord Krishna, the beautiful cowherd boy with dark blue skin like a cloudThe one with beautiful hair who enchants the gopikasHe is the Lord of Lakshmi, victory to Sai Gopala.
"
"Radhey Radhey Radhey Shyam
Krishna (Sai) Murari Radhey Shyam
Kunja Vihari Radhey Shyam
Muralidhari Radhey Shyam |Krishna Murari...|
","Let us chant the Name of Radhey Shyam, He is Krishna, the one who killed demon Mura. He moves around the thick bushes of (Kunj) Brindavan, Who holds the flute in his hands.
"
"Radhey Radhey Radhey Shyam Rakumayi Vittala
Jaya Hari Sri Hari Sai Hari Vittala |Radhey Radhey...|
Panduranga Vittala Pandari Natha Vittala
Purandara Vittala Pundarikaaksha Vittala
","Sing the name of Vittala, beloved of Radha and Rukmini. Victory to Lord Hari, Lord Sai, Lord Panduranga Vittala of Pandharpur. He is the Lord of Saint Purandara Dasa and the liberator of devotee Pundarika.
"
"Radhey Shyam Panduranga Vittale Rakumayi
Panduranga Purandara Vittale Rakumayi
Radhey Shyam Panduranga Vittale Rakumayi (2) |Panduranga|
","Chant the name of Lord Panduranga Vittala, who is none other than Radhey Shyam. Chant the name of Panduranga Vittala with His consort Rakumayi. He who was worshipped by Saint Purandara dasa.
"
"Radhey Shyam Radhey Shyam
Radha Madhava Megha Shyam
Yashoda Bala Radhey shyam
Murali Krishna Megha Shyam
Karna Kundala Kasturi Tilaka
Kaustubha Abharana Radhey Shyam |Radhey Shyam|
Sundara Vadana Radhey Shyam
Nanda Gokula Megha Shyam
Sridhara Madhava Yadava Nandana
Gokula Krishna Radhey Shyam
","Chant the name of Radhey Shyam, the dark blue hued Lord of Lakshmi. He is the son of Mother Yashoda and an enchanter with the flute. With ornaments on his ears and vermillion mark of the musk on his forehead, adorned with the jewel, Kaustubha. The handsome, dark hued son of Gokula chief, Nanda. Lord of wealth, the darling of Yadavas. He is Krishna of Gokula, Radhey Shyam.
"
"Radhey Shyam Radhey Shyam
Radha Madhava Megha Shyam
Yashoda Bala Radhey shyam
Murali Krishna Megha Shyam
Karna Kundala Kasturi Tilaka
Kaustubha Abharana Radhey Shyam |Radhey Shyam|
Sundara Vadana Radhey Shyam
Nanda Gokula Megha Shyam
Sridhara Madhava Yadava Nandana
Gokula Krishna Radhey Shyam
","Chant the name of Radhey Shyam, the dark blue hued Lord of Lakshmi. He is the son of Mother Yashoda and an enchanter with the flute. With ornaments on his ears and vermillion mark of the musk on his forehead, adorned with the jewel, Kaustubha. The handsome, dark hued son of Gokula chief, Nanda. Lord of wealth, the darling of Yadavas. He is Krishna of Gokula, Radhey Shyam.
"
"Radhey Shyam Radhey Shyam Radhey Shyam Radhey Shyam (2)
Sai Ram Sai Ram Sai Ram Sai Ram (2)
","Chant the name of Radhey Shyam, the dark hued Lord Krishna, beloved of Radha.
"
"Radhey Shyam Radhey Shyam Radhey Shyam Radhey Shyam
Radha Ramana Sri Ranga Ranga Radha Ramana Sri Ranga
Jaya Yadu Nandana Parama Niranjana
Radha Ramana Govinda Mukunda
Radha Ramana Sri Ranga Ranga Radha Ramana Sri Ranga
","Chant the name of Shyam, the Lord of Radha. Victory to the Supreme Lord and Leader of the Yadu Dynasty, Lord Govinda. The supreme director of the play of existence. Victory to the Son of Yadava sect, pure and sublime. The enchanter of Radha (Lakshmi), you are Govinda and Mukunda.
"
"Radhey Shyama Gopal Ghana Shyam Gopal
Ghana Shyam Gopal Giridhari Gopal |Radhey Shyama...|
Brindavana Prabhu Krishna Gopal
Meera Ke Prabhu Nanda Gopal (Mayi)
Hum Bhakthon ke Sathya Sai Gopal
","Praises be to Lord Gopal, beloved of Radha, Of the colour of dark blue clouds, To the Lord of Brindavan, Krishna Gopal, To the Lord of Meera, son of Nanda and To our dear Sathya Sai Gopal.
"
"Radhey Shyama Gopala Radhika Jeevana Sri Ranga
Megha Shyama Gopala Mana Mohana Sundara Sri Ranga |Radhey...|
Pandari Natha Gopala Panduranga Sri Ranga
Parthi Pureesha Gopala Sai Ranga Sri Ranga
","Pray to Lord Krishna (Ranga) who is the beloved of Radha, the beautiful cowherd boy with dark blue skin like a cloud, who enchants our minds. Pray to the Lord of Pandharpur, Panduranga (Vittala) who resides in Puttaparthi as Sai.
"
"Radhey Shyama Hey Ghana Shyama
Radha Madhava Mangala Dhama |Radhey Shyama...|
Jaya Jaya Jaya Hey Megha Shyama
Megha Shyama Megha Shyama |Jaya Jaya...|
Jaya Jaya Jaya Brindavana Dhama
","Chant the name of the dark hued Lord of Radha. He who is the Lord of Lakshmi, the abode of auspiciousness. Victory to the cloud complexioned Lord. Victory to the Lord of Brindavan, Krishna.
"
"Radhey Shyama Hey Ghana Shyama
Radha Madhava Mangala Dhama |Radhey Shyama...|
Jaya Jaya Jaya Hey Megha Shyama
Megha Shyama Megha Shyama |Jaya Jaya...|
Jaya Jaya Jaya Brindavana Dhama
","Chant the name of the dark hued Lord of Radha. He who is the Lord of Lakshmi, the abode of auspiciousness. Victory to the cloud complexioned Lord. Victory to the Lord of Brindavan, Krishna.
"
"Radhey Shyama Murari Jai Govinda Gopal Jai Govinda Gopal
Madhu Murali Kunjana Krishna Go Gopi Vandana Krishna
Jai Raasa Ranjana Krishna Jai Govinda Gopal
Tana Mana Ranjana Krishna Jai Govinda Gopal Jai Govinda Gopal (Jai)
Jai Jai Govinda Gopal Jai Govinda Gopal
","Victory to Radhey Shyam, to Govinda and Gopal, The one who slayed demon Mura, The One who moved about the forests playing on His enchanting Flute, Adored by the residents and all the beings of Gokul, Victory to the one who played the celestial dance, Who captivates the body and mind of his devoteesVictory to that Govinda Gopal.
"
"Radhika Jeevana
Krishna Janardhana
Radhey Govinda Radhey Gopala
Devaki Nandana |Radhika...|
Nanda Nandana Hey Gopika Ranjana
Murali Mohana
Sri Madhusudhana (Krishna Krishna)
","Sing the praises of Krishna, the very soul of His devotee (Radha)Krishna the one adored by allThe darling son of Devaki and NandaThe enchanter of the Gopikas, with his divine fluteHe is the slayer of the demon, Madhu.
"
"Radhika Jeevana Krishna Murari
Govardhana Dhari Hrudaya Vihari |Radhika Jeevana|
Meera Ke Prabhu Hey Giridhari
Parthi Vihari Sai Murari
Hey Mana Mohana Sharana Tihari
","Oh Lord Sai Krishna residing in Parthi, you are the life of Radha, your beloved, you are the resident in all hearts of devotees, you are the Lord of Meera, you are Giridhari (the one who lifted the hillock Govardhana aloft to save the cowherd community). We surrender to you Oh the most enchanting Lord.
"
"Radhika Manohara Madana Gopala
Deena Vatsala Hey Raja Gopala
Bhaktha Jana Mandara Venu Gopala
Muralidhara Hey Gaana Vilola
","Sing of Madana Gopala, who attracts Radha's mind. We bow to the protector of the meek, the Royal Lord. He who enchants the devotees with his divine flute music and songs. Our salutations to that Divine One!
"
"Ragamayi Anuragamayi
Premamayi Ma Pranamayi |Ragamayi...|
Karunamayi Anandamayi
Bhagyamayi Ma Bhavamayi
Gnanamayi Ma Gaanamayi
","Salutations to the Divine Mother, full of compassion and bliss , She is Love personified, the life force of all beings, The one who confers fortunes and relishes the good feeling in our actions. She is wisdom personified and embodiment of good music.
"
"Raghava Raghu Nandana
Madhava Madhusudhana |Raghava Raghu...|
Rajeeva Dala Lochana Shyama Bansi Mohana
Donon Hi Naam Hai Anand Dhaam (2)
","Sing of Raghava, the scion of Raghu dynasty, Lord Ram. He is the Lord of Lakshmi and the one who slayed demonic force Madhu. The Lotus eyed One, who is the dark hued flute playing enchanter. Both the names, Ram and Shyam, lead you to liberation and bliss.
"
"Raghava Raghuvara Rama Bhajo
Mandara Giridhara Shyama Bhajo |Raghava Raghuvara...|
Tulasi Dasa Prabho Rama Bhajo
Meera ke Prabhu Shyam Bhajo
Raghupathi Raghava Rama Bhajo Murali Mohana Shyama Bhajo
Dasharatha Nandana Rama Bhajo Nanda Nandana Shyama Bhajo
Sai Sundara Naama Bhajo
","Sing the praises of Raghava of Raghu lineage, of Lord Rama - The Lord of Saint Tulasidas, the son of Dasharatha and of Shyama (Lord Krishna), who lifted the Mandara mountains, the Lord of Meera, the one who delights everyone with lilting music of His Flute, the son of Nanda. Praise our beautiful (Sundara) Lord Sai.
"
"Raghava Sundara Rama Raghuvara Parama Pavana Hey Jaga Vandana |Raghava Sundara...| Patithodharana Bhaktha Parayana Ravana Mardhana Vighna Bhanjana Parthi Pureeshwara Sai Narayana
","The beautiful Lord Rama is supreme among the Raghu dynasty. He is worshipped by the entire creation. Liberator of the chaste, venerated by the devotees; He destroys obstacles and annihilated the demon- king Ravana. Worship Lord Narayana, Who has incarnated in Parthi as Lord Sai Ram.
"
"Raghothama Rama Ram
Ramakantha Rama Ram
Chidananda Rama Ram
Sarojaksha Rama Ram
Sai Rama Rama Ram (4)
","Sing the praises of Rama who belongs to the Highest order of the Raghu lineage. One who charms Sita (Mother Lakshmi), One who bestows supreme bliss, the Lotus eyed Ram. He is none other than Sai Rama.
"
"Raghu Nandana Hey Raghu Nandana (2)
Pyaarey Merey Nandana Raghu Nandana |Raghu Nandana...|
Rajeeva Lochana Raghu Nandana
Dasharatha Tanaya Raghu Nandana
Dasha Mukha Mardhana Raghu Nandana
Janaki Jeevana Raghu Nandana |Raghu Nandana|
","I bow to the Lotus - Eyed Lord Rama of Raghu Dynasty who is beloved to me. He is Prince of King Dasharatha, Destroyer of the ten - headed Ravana. He, who is the Life - breath of Mother Janaki.
"
"Raghu Nandana Raghava Ram Harey
Hey Janaki Jeevana Ram Harey
Hey Rajeeva Lochana Ram Harey
Sita (Sri) Rama Harey Sai Rama Harey (5)
","Worship Lord Rama of Raghu Dynasty. Worship the Lotus - Eyed Lord Rama, who is the very life- breath of Sita. Sri Rama and Sai Rama, we sing your praises.
"
"Raghukula Bhooshana Rajeeva Nayana
Eshwaramba Nandana Sathya Sai Rama
Janaki Vallabha Lavanya Rama
Nirupama Sundara Sugunabhi Rama
Prashanthi Nilaya Pavana Naama
Jaya Jaya Rama Prabhu Sai Rama
","Glory to the jewel of the Raghu Dynasty, the Lotus- Eyed Lord Rama. He is the darling son of Mother Eshwaramba, Lord Sathya Sai Rama. The beloved of Janaki (Sita), exquisitely handsome Lord Rama, who is beautifully- complexioned and the most virtuous. Victory to that Rama, who is our Lord Sai Rama, of the sacred Prashanthi Nilayam.
"
"Raghupathey Raghava Raja Rama
O Raja (Sai) Rama
Patitha Pavana Sita Pathey Rama |Raghupathey|
Dasharatha Nandana Raja Rama Kausalyatmaja Sundara Rama
Rama Rama Jaya Raja Rama Raghava Mohana Megha Shyama
Jai Jai Ram Jai Jai Ram
Jai Jai Ram Jai Jai Ram Jai Jai Rama Rama Sita Rama |Patitha Pavana|
","Pray and Chant the name of Lord Rama, the handsome Prince of King Dasharatha and Mother Kausalya. Victory to Lord Rama, the Saviour of the downtrodden and the Lord of Sita. Victory be to You Oh Lord Rama. Oh Raghava Lord of Raghu dynasty, of captivating form and of dark complexion.
"
"Raghupathey Sita Rama
Janaki Jeevana Kodanda Rama |Raghu Pathey|
Rajeeva Lochana Ravikula Soma
Ravikula Soma Ravikula Soma |Rajeeva Lochana|
Ravana Mardhana Jaya Jaya Rama
","Salutations to the Lord of Sita, Lord of the Raghu dynasty, who is the life-breath of Mother Sita, Ram who wields the bow, Kodanda. The lotus-eyed star of the lineage of the Sun, who destroyed the demon Ravana.
"
"Raghupathey Sri Rama Chandra
Raghava Raghava |Raghupathey|
Ravikula Soma Sarvabhowma
Ramya Susheela Rama Rama
","We bow to Rama, Lord of the Raghu Dynasty, Who is still and shining as the moon. He is Raghava, Lord of Raghu dynasty. Raghava, who is the doyen of the Solar lineage, respected by everyone and has a charming personality.
"
"Raghupathey Sri Rama Chandra Raghava Daya Nidhey (2)
Madhava Sri Radhikesha Govinda Harey Krishna (2)
Pashupathey Sri Parvatheesha Shankara Sadashiva (2)
","Rama, Lord of the Raghus, who is still and shining as the moon, You are an Ocean of Mercy.Oh Krishna, Splendorous Lord of Radha, Protector of our souls and Remover of sorrows. Oh Lord of all creatures, Krishna. Beloved of the Mother Parvathi, You are the unchanging Shiva, the Source of Goodness. Oh Lord Sai, You are Lord Rama, Lord Krishna and Lord Shiva.
"
"Raghupathi Raghava Raja Ram
Patitha Pavana Sita Ram
Raghupathi Raghava Raja Ram
Patitha Pavana Sita Ram
Rama Rama Jaya Raja (Sai) Ram
Rama Rama Jaya Raja Ram
Rama Rama Jaya Sita Ram
Rama Rama Jaya Sai Ram
","Chant the name of Lord Sai Rama. Oh Lord! You are the salvation of the fallen and repentful. Chant the name of the princely Rama of Ayodhya. Chant the name of Sai Ram whose name purifies us.
"
"Raghupathi Raghava Raja Ram Patitha Pavana Sita Ram
Eshwar Allah Tero Naam Sab Ko Sanmati Do Bhagawan |Raghupathi...|
Nanak Yesu Gautam Ram Sri Ram Jaya Ram Jaya Jaya Ram
Sri Ram Jaya Ram Jaya Jaya Ram Sri Ram Jaya Ram Sathya Sai Ram
","Victory to Lord and King Sri Ram of Raghu lineage, the redeemer of the downtrodden, Lord of Mother Sita.Oh Lord! Bless us with wisdom. You are the very same God known by different names as Eshwar, Allah, Nanak, Yesu and Gautam. Victory to the personification of all forms, Sathya Sai Ram.
"
"Raghupathi Raghava Ram Kaho
Rajeeva Lochana Ram Kaho
Ram Kaho Sai Ram Kaho
Ram Ram Sai Ram Kaho
","Worship the Lotus - Eyed Lord Rama of the Raghu Dynasty. Chant the name of Lord Sai Rama. Chant, 'Ram Ram Sai Ram'.
"
"Raghupathi Raghava Ram Ram
Ram Ram Rama Ram Ram
Ram Ram Rama Ram |Raghupathi Raghava|
Janaki Jeevana Ram Ram
Jagadodharana Sai Ram
","Sing the Glory of the Lord of Raghu dynasty Raghava Ram, the very life of Janaki, the redeemer of the World.
"
"Raghupathi Raghava Rama Harey
Shyama Sundara Sai Rama Harey
Paramatma Rama Parandhama Rama
Purushottama Sai Rama Harey
Asha Paasha Vinashaka Rama
Sai Rama Rama Harey
","Pray to Lord Rama who is the doyen of Raghu lineage, having a dark-hued lovely form. He is the cosmic consciousness, the ultimate abode, the most exalted of humans. The destroyer of desires and attachment has come down as Sai Rama.
"
"Raghupathi Ram Jaya Jaya Ram
Dasharatha Nandana Sri Raghuram |Raghupathi Ram...|
Sita Mohana Janaki Ram
Pavana Naam Mangala Dhaam
Jaya Jaga Vandana Prashanthi Ram
","Glory and victory to Prince of King Dasharatha, Lord Rama of the Raghu Dynasty. He is dearest to Sita (Janaki). Reciting His name is purifying and helps to attain the auspicious abode. He is adored by the entire world, the Lord of Prashanthi.
"
"Raghuveera Ranadheera Rama Rama Ram
Rakumayi Vittala Shyama Shyama Shyam |Raghuveera...|
Sukumara Sundara Rama Rama Ram
Shirdeesha Partheesha (Sayeesha) Rama Rama Ram
Jai Jai Ram Sita Ram (3)
","Let us sing the glories of Ram, champion of Raghu dynasty, one of might and courage at war. Chant the name of Lord Vittala of Rakumayi, the dark hued one, Victory to the good, young and handsome Ram, the Lord of Shirdi and Parthi.
"
"Rahiman Rahiman Ram Rahim
Sai Ram Sai Ram Krishna Karim
Buddha Zohrashtra Nanak Sai
Yesu Pitha Prabhu Sai Tum Ho
Bhajorey Manuva Ram Rahim
Ram Rahim Sai Krishna Karim
","Oh Mind! Chant the various names of the same Lord Ram, Rahim the gracious One, Krishna, Karim (the compassionate), Sai Ram. Oh Lord Sai! You are Buddha, Zohrashtra, Nanak and You are the one who sent JesusYou are the embodiment of all that has come as One.
"
"Rahimana Ram Rahimana Ram
Allah Eshwar Ek Hi Naam
Panduranga Vittala Vittala Naam
Bhajorey Manuva Hari Ka Naam (Sai Ram)
Ek Omkaara Bolo Jai Sathya Naam
Vahey Guru Vahey Guru Nanak Naam
Prem Hi Eshwar Prem Hi Ram |Bhajorey Manuva|
","Oh Mind! Chant the various names of the same Lord Ram, Rahim the gracious One, Allah and Eshwar are one and the same. Chant the names of Panduranga Vittala and Hari, Oh mind; Omkaara is the One True Reality. As preached by the great Guru Nanak. Love is God, Love is the name Oh mind. Chant the name of Hari and Sai Ram.
"
"Raja Gopala Radhika Manohara
Deena Lola Gokula Ke Bala
Nanda Kishora Navaneetha Chora (2)
Pannaga Shayana Parama Dayala
Raja Gopala Radhika Manohara (2) |Deena Lola|
","Lord Gopala is the King of Mathura, beloved of Radhika. Dear child of Gokula, ever ready to shower His Grace on the forlorn. The child of Nanda who stole the hearts of one and all, Reclining on the great serpent Adishesha and the supreme benefactor of the needy.
"
"Raja Rajeshwari Jaganmohini (Amba)
Jagadambey Mangala Kaarini |(Amba) Raja Rajeshwari...|
Jagadodharini Vighna Vinashini
Sthira Sukha Dayini Sai Janani
","Effulgent and beautiful Goddess Amba enchants the world and bestows auspiciousness. She destroys obstacles and saves the world. Mother Sai grants ever- lasting happiness.
"
"Raja Rajeshwari Rajya Pradayini
Raakshasa Nashini Paalaya Maam
Sri Bhuvaneshwari Tripura Sundari
Shiva Shakthi Roopini Paalaya Maam
","Save us Oh Mother Goddess of Emperors, Donor of Kingdoms, destroyer of the demon race, Save us, Oh! Mother. The Goddess of the entire World, the most beautiful of all the three Worlds, protect us, the Embodiment of Shiva, the male aspect and the Shakthi, the female aspect of God.
"
"Rajadhi Raja Hey Sai Maharaja
Deenon Ke Nath Bhagawan
Devadi Deva Hey Sai Mahadeva
Parthi Nivasi Sai Ram
Harey Rama Rama Rama Rama
Harey Krishna Krishna Krishna Krishna
","Chant the name of the King of Kings, the Supreme King, Lord Sai, protector of the miserable and dejected, The Lord of Lords, the resident of Parthi, Lord Sai, You are Lord Rama and Lord Krishna.
"
"Rajadhi Raja Raja Gambhira
Raja Marthaanda Raja Kumara
Raavo Raavo Gaana Manohara
Pankaja Lochana Parthi Vihara
","Oh King of Kings, with the prestige and diginity of a King, please come to me, Oh Lover of music, Lord Sai, who lives in Parthi. We beckon You to come Oh Lord Sai, the King of Kings, The lover of Music, the Lotus eyed, the One who dwellsin Parthi.
"
"Rajadhi Raja Rama Rajeeva Netra Rama
Ramaneeya Vesha Jaya Rama
Jaya Rama Sai Rama
Raghukula Bhooshana Rajeeva Lochana
Raja Ramachandra
Sita Pathey Hey Sundara Rama
Sajjana Sadhu Samrakshaka Rama |Jaya Rama...|
","Victory to Rama, the King of Kings, the Lotus eyed One, having the looks of a charmer. Sri Rama is the jewel of Raghu lineage, the consort of Sita, handsome Rama, Protector of the pious and the sages. Victory to you oh Sai Rama.
"
"Rajeeva Lochana Sai Narayana
Narahari Roopa Namo Narayana |Rajeeva Lochana...|
Parama Daya Ghana Patitha Pavana
Nithya Niranjana Sai Narayana |Narahari Roopa|
","Worship the Lotus- Eyed Lord Sai Narayana, who has assumed a human Form, who is the saviour of devotees and towards whom he is extremely merciful and who is the embodiment of purity.
"
"Rajeeva Lochani Raja Rajeshwari
Mangala Karini Mata Maheshwari |Rajeeva Lochani...|
Sankata Harini Sai Narayani
Prashanthi Vasini Paapa Vinashini
Prema Swaroopini Sai Bhavani
","The Goddess of the Emperors, the Lotus eyed, Bestower of auspiciousness, Mother Sai Narayani, the sovereign ruler of this entire creation. She is the remover of sorrows , Destroyer of sins, who lives in Prashanthi Nilayam, The very embodiment of Love , Sai Bhavani.
"
"Rajeshwari Sri Bhuvaneshwari
Parameshwari Sathya Sayeeshwari
Partheeshwari Annapoorneshwari
Sarveshwari Sathya Sayeeshwari
","Divine Mother, Consort of the Ruler of the worldsYou are the supreme, Sathya Sayeeshwari, Mother Sai, Lord of Parthi, who confers sustenance to one and all. You are the Prinicpal Goddess, Sathya Sayeeshwari
"
"Raksha Karo Bhagawan Sathya Sai Bhagawan
Paahi Dayalo Dehi Krupalo |Raksha Karo...|
Sathya Dharma Shanthi Prema Pradatha
Nithya Niranjana Jeevana Daata
Brahma Vishnu Maheshwara Roopa
Sathyam Shivam Sundaram
","Protect us, Oh Lord Sathya Sai! You are the compassionate and merciful Lord of the helpless, the bestower of truth, righteousness, peace and love, the ever- cheerful Lord Who sustains all life, the embodiment of Brahma (Creator), Vishnu (Sustainer) and Maheshwara (Destroyer of evil). You are Truth, Auspiciousness and Beauty.
"
"Raksha Raksha Jagadeeshwara
Parthi Puri Parameshwara
Paahi Paahi Parameshwara
Dehi Dehi Tava Pada Seva
","Protect us, Oh Lord of the Universe! Protect us, Oh Lord of Parthi! Protect and bless us. We pray to Thee to grant us the opportunity to serve atYour Lotus Feet.
"
"Raksha Raksha Prabhu Hey Jagadeesha
Pavana Naama Shiva Sayeesha
Mangala Daata Shiva Sayeesha
Bhaktha Janashraya Purana Purusha
","Oh Lord of Universe! Oh Granter of Auspiciousness and Mercy! Oh Lord Sai, Protect us, Protect us. Your name Shiva and Sayeesha are holy and bestows auspiciousness on those who chant it. Grant us Your assurance of protection, Oh the Master of the Universe , Oh Lord! You are the most ancient and loved by all devotees.
"
"Ram Jai Jai Ram Jai Jai Ram
Sita Ram Sita Ram Sai Ram Sai Ram
Sai Raghu Nandana Ram |Ram Jai...|
Ahalyodharaka Sri Raghu Nandana
Raghukula Bhooshana Ram |Ram Jai...|
Sita Ram Sita Ram Sai Ram Sai Ram |Sai Raghu (2)|
","Let Victory be on Your side Oh Lord Rama, the consort of Sita. Rama, the son of Raghu Dynasty, the redeemer of the curse on Ahalya, you are the crest jewel of the Raghu lineage. Chant the mantra Sita Ram, Sita Ram.
"
"Ram Jinka Naam Hai Ayodhya Jinka Dhaam Hai
Hamarey Raghunath Ji Ko Hamarey Lakh Pranam Hai
Krishna Jinka Naam Hai Gokul Jinka Dhaam Hai
Hamarey Yadunath Ji Ko Hamarey Lakh Pranam Hai
Sai Jinka Naam Hai Parthi Jinka Dhaam Hai
Hamarey Pran Nath Ko Hamarey Lakh Pranam Hai
","We offer a lakh (hundred thousand) obeisances to our Lord of Raghu lineage, whose Name is Ram and Ayodhya His abode. We offer a Lakh obeisances to Lord of Yadu lineage, whose Name is Krishna and Gokul being His abode. We offer a Lakh obeisances to the Lord of our Life, whose Name is Sai and Parthi His abode.
"
"Ram Jis Ka Naam Hai Shanthi Sthapana Kaam Hai
Aise Raghukula Nandana Ko Hamara Pranam Hai
Keshava Jis Ka Naam Hai Dharma Sthapana Kaam Hai
Aise Yadu Kula Nandana Ko Hamara Pranam Hai
Sai Jis Ka Naam Hai Jagadodharana Kaam Hai
Aise Parthi Nandana Ko Hamara Pranam Hai
","We bow down to the scion of Raghu lineage, whose name is Ram and whose work is to establish Peace. We bow down to the scion of Yadu lineage, whose name is Keshava and whose work is to establish righteousness on Earth. We bow down to the scion of Parthi, whose name is Sai and whose work is to redeem the world.
"
"Ram Kaho Krishna Kaho Eshwara Allah Sai Kaho
Buddha Kaho Guru Nanak Kaho Zohrashtra Mahaveer Yesu Kaho |Ram Kaho|
Yug Avatara Tum Ho Vishwa Shakthi Tum Ho
Sarva Dharma Priya Sai Mahesha
Parabrahma Tum Ho (Sai)
","Chant the name of Ram, Krishna, Eshwara or Allah. Chant the name of Buddha, Guru Nanak or Zohrashtra. Chant either Mahaveer or Jesus. You are the incarnation of this age. You are the power behind the Universe. You are Sai Mahesha, who loves all religion equally. You are the embodiment of the Supreme One.
"
"Ram Kaho Sai RamKaho
Shyam Kaho Ghana Shyam Kaho
Yesu Kaho Zohrashtra Kaho
Jag Ka Vidhata Sai Kaho
Mandir Mey Kabhi Masjid Mey
Apna Hrudaya Mey Sai Bhagawan
","Call Him by any name be it Rama, Sai Ram, Shyam, Yesu, Zohrashtra, sometimes He is in a temple or Masjid, but the Creator of this Universe Lord Sai lives in our Heart.
"
"Ram Lakshmana Janaki Jai Bolo Hanuman Ki (4)
","Victory to Lord Rama, Lakshmana, Sita, Victory to Hanuman (monkey devotee of Lord Rama) and Lord Sai Rama.
"
"Ram Rahim Ko Bhajanewaale Terey Poojari Baba
Tera Naam Ek Sahara (3)
Tum Hi Ho Geeta Tum Hi Ramayan
Tum Hi Ho Veda Puran |Tera Naam|
","Oh Lord Sai Baba! For the devotee's of Lord Rama (Hindus) and of Rahim (Islam), your name is the only refuge. You are the very Form of teachings of Holy scriptures, Bhagawad Gita, Ramayana, four Vedas and eighteen puranas.
"
"Ram Ram Bhajo Mana Harey Harey
Sai Ram Bhajo Mana Harey Harey |Ram Ram...|
Raghupathi Raja Rama Ram
Patitha Pavana Sita Ram |Sai Ram|
","Oh mind! Worship Lord Rama of the Raghu Dynasty. The Lord of Sita, Lord Rama, destroys sins and evil, uplifts and liberates the penitent. Chant 'Sai Ram Sai Ram Harey Harey'.
"
